"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work","Gloss.math.with.ones"
"7125",37,"numerals-tosk1239-1-twentyone-1","numerals-tosk1239-1","Chan2019","twentyone",21,"ɲəˌzɛteˈɲə","nazetena","","false","(1[⋅]20)+{and}1","",NA,"RE-GLOSSED","(1[⋅]20)+1","20+1","abs(abs(1*20))+1",1,21,TRUE,"(20)+1"
"7126",38,"numerals-tosk1239-1-twentytwo-1","numerals-tosk1239-1","Chan2019","twentytwo",22,"ɲəˌzɛteˈdy","nazetedy","","false","(1[⋅]20)+{and}2","",NA,"RE-GLOSSED","(1[⋅]20)+2","20+2","abs(abs(1*20))+2",1,22,TRUE,"(20)+2"
"7127",39,"numerals-tosk1239-1-twentythree-1","numerals-tosk1239-1","Chan2019","twentythree",23,"ɲəˌzɛteˈtɾɛ","nazetetre","","false","(1[⋅]20)+{and}3","",NA,"RE-GLOSSED","(1[⋅]20)+3","20+3","abs(abs(1*20))+3",1,23,TRUE,"(20)+3"
"7128",40,"numerals-tosk1239-1-twentyfour-1","numerals-tosk1239-1","Chan2019","twentyfour",24,"ɲəˌzɛteˈkatəɾ","nazetekatar","","false","(1[⋅]20)+{and}4","",NA,"RE-GLOSSED","(1[⋅]20)+4","20+4","abs(abs(1*20))+4",1,24,TRUE,"(20)+4"
"7129",41,"numerals-tosk1239-1-twentyfive-1","numerals-tosk1239-1","Chan2019","twentyfive",25,"ɲəˌzɛteˈpɛsə","nazetepesa","","false","(1[⋅]20)+{and}5","",NA,"RE-GLOSSED","(1[⋅]20)+5","20+5","abs(abs(1*20))+5",1,25,TRUE,"(20)+5"
"7130",42,"numerals-tosk1239-1-twentyfive-2","numerals-tosk1239-1","Chan2019","twentyfive",25,"ɲəˌzɛteˈpɛs","nazetepes","","false","(1[⋅]20)+{and}5","",NA,"RE-GLOSSED","(1[⋅]20)+5","20+5","abs(abs(1*20))+5",1,25,TRUE,"(20)+5"
"7131",43,"numerals-tosk1239-1-twentysix-1","numerals-tosk1239-1","Chan2019","twentysix",26,"ɲəˌzɛteˈɟaːʃtə","nazetejasta","","false","(1[⋅]20)+{and}6","",NA,"RE-GLOSSED","(1[⋅]20)+6","20+6","abs(abs(1*20))+6",1,26,TRUE,"(20)+6"
"7132",44,"numerals-tosk1239-1-twentysix-2","numerals-tosk1239-1","Chan2019","twentysix",26,"ɲəˌzɛteˈɟaːʃt","nazetejast","","false","(1[⋅]20)+{and}6","",NA,"RE-GLOSSED","(1[⋅]20)+6","20+6","abs(abs(1*20))+6",1,26,TRUE,"(20)+6"
"7133",45,"numerals-tosk1239-1-twentyseven-1","numerals-tosk1239-1","Chan2019","twentyseven",27,"ɲəˌzɛteˈʃtaːtə","nazetestata","","false","(1[⋅]20)+{and}7","",NA,"RE-GLOSSED","(1[⋅]20)+7","20+7","abs(abs(1*20))+7",1,27,TRUE,"(20)+7"
"7134",46,"numerals-tosk1239-1-twentyseven-2","numerals-tosk1239-1","Chan2019","twentyseven",27,"ɲəˌzɛteˈʃtaːt","nazetestat","","false","(1[⋅]20)+{and}7","",NA,"RE-GLOSSED","(1[⋅]20)+7","20+7","abs(abs(1*20))+7",1,27,TRUE,"(20)+7"
"7135",47,"numerals-tosk1239-1-twentyeight-1","numerals-tosk1239-1","Chan2019","twentyeight",28,"ɲəˌzɛteˈtɛːtə","nazeteteta","","false","(1[⋅]20)+{and}8","",NA,"RE-GLOSSED","(1[⋅]20)+8","20+8","abs(abs(1*20))+8",1,28,TRUE,"(20)+8"
"7136",48,"numerals-tosk1239-1-twentyeight-2","numerals-tosk1239-1","Chan2019","twentyeight",28,"ɲəˌzɛteˈtɛːt","nazetetet","","false","(1[⋅]20)+{and}8","",NA,"RE-GLOSSED","(1[⋅]20)+8","20+8","abs(abs(1*20))+8",1,28,TRUE,"(20)+8"
"7137",49,"numerals-tosk1239-1-twentynine-1","numerals-tosk1239-1","Chan2019","twentynine",29,"ɲəˌzɛteˈnəːntə","nazetenanta","","false","(1[⋅]20)+{and}9","",NA,"RE-GLOSSED","(1[⋅]20)+9","20+9","abs(abs(1*20))+9",1,29,TRUE,"(20)+9"
"7138",50,"numerals-tosk1239-1-twentynine-2","numerals-tosk1239-1","Chan2019","twentynine",29,"ɲəˌzɛteˈnəːnt","nazetenant","","false","(1[⋅]20)+{and}9","",NA,"RE-GLOSSED","(1[⋅]20)+9","20+9","abs(abs(1*20))+9",1,29,TRUE,"(20)+9"
"7139",51,"numerals-tosk1239-1-thirty-1","numerals-tosk1239-1","Chan2019","thirty",30,"ˌtɾiˈðjeːtə","tridjeta","","false","3[⋅]10","",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"7140",52,"numerals-tosk1239-1-thirty-2","numerals-tosk1239-1","Chan2019","thirty",30,"ˌtɾiˈðjeːt","tridjet","","false","3[⋅]10","",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"7141",53,"numerals-tosk1239-1-forty-1","numerals-tosk1239-1","Chan2019","forty",40,"ˌdyˈzɛːt","dyzet","(2 x 20 )","false","2[⋅]20","",NA,"RE-GLOSSED","2[⋅]20","2⋅20","abs(2*20)",1,40,TRUE,"2⋅20"
"7142",54,"numerals-tosk1239-1-fifty-1","numerals-tosk1239-1","Chan2019","fifty",50,"ˌpɛsəˈðjeːtə","pesadjeta","","false","5[⋅]10","",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"7143",55,"numerals-tosk1239-1-fifty-2","numerals-tosk1239-1","Chan2019","fifty",50,"ˌpɛsˈðjeːt","pesdjet","","false","5[⋅]10","",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"7144",56,"numerals-tosk1239-1-sixty-1","numerals-tosk1239-1","Chan2019","sixty",60,"ˌɟaʃtəˈðjeːtə","jastadjeta","","false","6[⋅]10","",NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"7145",57,"numerals-tosk1239-1-sixty-2","numerals-tosk1239-1","Chan2019","sixty",60,"ˌɟaʃtˈðjeːt","jastdjet","","false","6[⋅]10","",NA,"RE-GLOSSED","6[⋅]10","6⋅10","abs(6*10)",1,60,TRUE,"6⋅10"
"7146",58,"numerals-tosk1239-1-seventy-1","numerals-tosk1239-1","Chan2019","seventy",70,"ˌʃtatəˈðjeːtə","statadjeta","","false","7[⋅]10","",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"7147",59,"numerals-tosk1239-1-seventy-2","numerals-tosk1239-1","Chan2019","seventy",70,"ˌʃtatˈðjeːt","statdjet","","false","7[⋅]10","",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"7148",60,"numerals-tosk1239-1-eighty-1","numerals-tosk1239-1","Chan2019","eighty",80,"ˌtɛtəˈðjeːtə","tetadjeta","","false","8[⋅]10","",NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"7149",61,"numerals-tosk1239-1-eighty-2","numerals-tosk1239-1","Chan2019","eighty",80,"ˌtɛtˈðjeːt","tetdjet","","false","8[⋅]10","",NA,"RE-GLOSSED","8[⋅]10","8⋅10","abs(8*10)",1,80,TRUE,"8⋅10"
"7150",62,"numerals-tosk1239-1-ninety-1","numerals-tosk1239-1","Chan2019","ninety",90,"ˌnəntəˈðjeːtə","nantadjeta","","false","9[⋅]10","",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"7151",63,"numerals-tosk1239-1-ninety-2","numerals-tosk1239-1","Chan2019","ninety",90,"ˌnəntˈðjeːt","nantdjet","","false","9[⋅]10","",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"7152",64,"numerals-tosk1239-1-hundred-1","numerals-tosk1239-1","Chan2019","hundred",100,"ˌɲəˈcind","nacind","","false","1[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","1[⋅]100","100","abs(1*100)",1,100,TRUE,"100"
"7153",65,"numerals-tosk1239-1-twohundred-1","numerals-tosk1239-1","Chan2019","twohundred",200,"ˌdyˈcind","dycind","","false","2[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)",1,200,TRUE,"2⋅100"
"7154",66,"numerals-tosk1239-1-thousand-1","numerals-tosk1239-1","Chan2019","thousand",1000,"ˌɲəˈmijə","namija","","false","1[⋅]1000","<mijə> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","1[⋅]1000","1000","abs(1*1000)",1,1000,TRUE,"1000"
"7155",67,"numerals-tosk1239-1-thousand-2","numerals-tosk1239-1","Chan2019","thousand",1000,"ˌɲəˈmij","namij","","false","1[⋅]1000","<mij> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","1[⋅]1000","1000","abs(1*1000)",1,1000,TRUE,"1000"
"7156",68,"numerals-tosk1239-1-twothousand-1","numerals-tosk1239-1","Chan2019","twothousand",2000,"ˌdyˈmijə","dymija","","false","2[⋅]1000","<mijə> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)",1,2000,TRUE,"2⋅1000"
"7157",69,"numerals-tosk1239-1-twothousand-2","numerals-tosk1239-1","Chan2019","twothousand",2000,"ˌdyˈmij","dymij","","false","2[⋅]1000","<mij> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)",1,2000,TRUE,"2⋅1000"
"7158",1,"numerals-arbe1236-1-one-1","numerals-arbe1236-1","Chan2019","one",1,"ɲə","na","","false","1","",NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"7159",2,"numerals-arbe1236-1-two-1","numerals-arbe1236-1","Chan2019","two",2,"diː","di","","false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"7160",3,"numerals-arbe1236-1-three-1","numerals-arbe1236-1","Chan2019","three",3,"tre","tre","(m)","false","3","masculine",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"7161",4,"numerals-arbe1236-1-three-2","numerals-arbe1236-1","Chan2019","three",3,"tri","tri","(f)","false","3","feminine",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"7162",5,"numerals-arbe1236-1-four-1","numerals-arbe1236-1","Chan2019","four",4,"ˈkatəɾ","katar","","false","4","",NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"7163",6,"numerals-arbe1236-1-five-1","numerals-arbe1236-1","Chan2019","five",5,"peːs","pes","","false","5","",NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"7164",7,"numerals-arbe1236-1-six-1","numerals-arbe1236-1","Chan2019","six",6,"ɟaʃt","jast","","false","6","",NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"7165",8,"numerals-arbe1236-1-seven-1","numerals-arbe1236-1","Chan2019","seven",7,"ʃtat","stat","","false","7","",NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"7166",9,"numerals-arbe1236-1-eight-1","numerals-arbe1236-1","Chan2019","eight",8,"tet","tet","","false","8","",NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"7167",10,"numerals-arbe1236-1-nine-1","numerals-arbe1236-1","Chan2019","nine",9,"nənd","nand","","false","9","",NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"7168",11,"numerals-arbe1236-1-ten-1","numerals-arbe1236-1","Chan2019","ten",10,"ði̯et","diet","","false","10","",NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"7169",12,"numerals-arbe1236-1-eleven-1","numerals-arbe1236-1","Chan2019","eleven",11,"ɲəˈmbði̯e","nambdie","","false","1+{in}10","",NA,"RE-GLOSSED","1+10","1+10","1+10",1,11,TRUE,"1+10"
"7170",13,"numerals-arbe1236-1-twelve-1","numerals-arbe1236-1","Chan2019","twelve",12,"diˈmbði̯et","dimbdiet","","false","2+{in}10","",NA,"RE-GLOSSED","2+10","2+10","2+10",1,12,TRUE,"2+10"
"7171",14,"numerals-arbe1236-1-thirteen-1","numerals-arbe1236-1","Chan2019","thirteen",13,"treˈmbði̯et","trembdiet","","false","3+{in}10","",NA,"RE-GLOSSED","3+10","3+10","3+10",1,13,TRUE,"3+10"
"7172",15,"numerals-arbe1236-1-fourteen-1","numerals-arbe1236-1","Chan2019","fourteen",14,"ˈkatəɾˈmbði̯et","katarmbdiet","","false","4+{in}10","",NA,"RE-GLOSSED","4+10","4+10","4+10",1,14,TRUE,"4+10"
"7173",16,"numerals-arbe1236-1-fifteen-1","numerals-arbe1236-1","Chan2019","fifteen",15,"pesˈmbði̯et","pesmbdiet","","false","5+{in}10","",NA,"RE-GLOSSED","5+10","5+10","5+10",1,15,TRUE,"5+10"
"7174",17,"numerals-arbe1236-1-sixteen-1","numerals-arbe1236-1","Chan2019","sixteen",16,"ɟaʃtˈmbði̯e","jastmbdie","","false","6+{in}10","",NA,"RE-GLOSSED","6+10","6+10","6+10",1,16,TRUE,"6+10"
"7175",18,"numerals-arbe1236-1-seventeen-1","numerals-arbe1236-1","Chan2019","seventeen",17,"ʃtatˈmbði̯et","statmbdiet","","false","7+{in}10","",NA,"RE-GLOSSED","7+10","7+10","7+10",1,17,TRUE,"7+10"
"7176",19,"numerals-arbe1236-1-eighteen-1","numerals-arbe1236-1","Chan2019","eighteen",18,"tetˈmbði̯et","tetmbdiet","","false","8+{in}10","",NA,"RE-GLOSSED","8+10","8+10","8+10",1,18,TRUE,"8+10"
"7177",20,"numerals-arbe1236-1-nineteen-1","numerals-arbe1236-1","Chan2019","nineteen",19,"nəndˈmbði̯et","nandmbdiet","","false","9+{in}10","",NA,"RE-GLOSSED","9+10","9+10","9+10",1,19,TRUE,"9+10"
"7178",21,"numerals-arbe1236-1-twenty-1","numerals-arbe1236-1","Chan2019","twenty",20,"ɲəˈzet","nazet","","false","1[⋅]20","20 is historically 2⋅10",NA,"RE-GLOSSED","1[⋅]20","20","abs(1*20)",1,20,TRUE,"20"
"7179",22,"numerals-arbe1236-1-twentyone-1","numerals-arbe1236-1","Chan2019","twentyone",21,"ɲəˈzeteˈɲə","nazetena","","false","(1[⋅]20)+{and}1","",NA,"RE-GLOSSED","(1[⋅]20)+1","20+1","abs(abs(1*20))+1",1,21,TRUE,"(20)+1"
"7180",23,"numerals-arbe1236-1-twentytwo-1","numerals-arbe1236-1","Chan2019","twentytwo",22,"ɲəˈzeteˈdi","nazetedi","","false","(1[⋅]20)+{and}2","",NA,"RE-GLOSSED","(1[⋅]20)+2","20+2","abs(abs(1*20))+2",1,22,TRUE,"(20)+2"
"7181",24,"numerals-arbe1236-1-twentythree-1","numerals-arbe1236-1","Chan2019","twentythree",23,"ɲəˈzeteˈtre","nazetetre","","false","(1[⋅]20)+{and}3","",NA,"RE-GLOSSED","(1[⋅]20)+3","20+3","abs(abs(1*20))+3",1,23,TRUE,"(20)+3"
"7182",25,"numerals-arbe1236-1-twentyfour-1","numerals-arbe1236-1","Chan2019","twentyfour",24,"ɲəˈzeteˈkatəɾ","nazetekatar","","false","(1[⋅]20)+{and}4","",NA,"RE-GLOSSED","(1[⋅]20)+4","20+4","abs(abs(1*20))+4",1,24,TRUE,"(20)+4"
"7183",26,"numerals-arbe1236-1-twentyfive-1","numerals-arbe1236-1","Chan2019","twentyfive",25,"ɲəˈzeteˈpes","nazetepes","","false","(1[⋅]20)+{and}5","",NA,"RE-GLOSSED","(1[⋅]20)+5","20+5","abs(abs(1*20))+5",1,25,TRUE,"(20)+5"
"7184",27,"numerals-arbe1236-1-twentysix-1","numerals-arbe1236-1","Chan2019","twentysix",26,"ɲəˈzeteˈɟaʃt","nazetejast","","false","(1[⋅]20)+{and}6","",NA,"RE-GLOSSED","(1[⋅]20)+6","20+6","abs(abs(1*20))+6",1,26,TRUE,"(20)+6"
"7185",28,"numerals-arbe1236-1-twentyseven-1","numerals-arbe1236-1","Chan2019","twentyseven",27,"ɲəˈzeteˈʃtat","nazetestat","","false","(1[⋅]20)+{and}7","",NA,"RE-GLOSSED","(1[⋅]20)+7","20+7","abs(abs(1*20))+7",1,27,TRUE,"(20)+7"
"7186",29,"numerals-arbe1236-1-twentyeight-1","numerals-arbe1236-1","Chan2019","twentyeight",28,"ɲəˈzeteˈtet","nazetetet","","false","(1[⋅]20)+{and}8","",NA,"RE-GLOSSED","(1[⋅]20)+8","20+8","abs(abs(1*20))+8",1,28,TRUE,"(20)+8"
"7187",30,"numerals-arbe1236-1-twentynine-1","numerals-arbe1236-1","Chan2019","twentynine",29,"ɲəˈzeteˈnənd","nazetenand","","false","(1[⋅]20)+{and}9","",NA,"RE-GLOSSED","(1[⋅]20)+9","20+9","abs(abs(1*20))+9",1,29,TRUE,"(20)+9"
"7188",31,"numerals-arbe1236-1-thirty-1","numerals-arbe1236-1","Chan2019","thirty",30,"triˈði̯et","tridiet","","false","3[⋅]10","",NA,"RE-GLOSSED","3[⋅]10","3⋅10","abs(3*10)",1,30,TRUE,"3⋅10"
"7189",32,"numerals-arbe1236-1-forty-1","numerals-arbe1236-1","Chan2019","forty",40,"diˈzet","dizet","","false","2[⋅]20","",NA,"RE-GLOSSED","2[⋅]20","2⋅20","abs(2*20)",1,40,TRUE,"2⋅20"
"7190",33,"numerals-arbe1236-1-fifty-1","numerals-arbe1236-1","Chan2019","fifty",50,"pesˈði̯et","pesdiet","","false","5[⋅]10","",NA,"RE-GLOSSED","5[⋅]10","5⋅10","abs(5*10)",1,50,TRUE,"5⋅10"
"7191",34,"numerals-arbe1236-1-sixty-1","numerals-arbe1236-1","Chan2019","sixty",60,"triˈzeːt","trizet","","false","3[⋅]20","",NA,"RE-GLOSSED","3[⋅]20","3⋅20","abs(3*20)",1,60,TRUE,"3⋅20"
"7192",35,"numerals-arbe1236-1-seventy-1","numerals-arbe1236-1","Chan2019","seventy",70,"ʃtatˈði̯et","statdiet","","false","7[⋅]10","",NA,"RE-GLOSSED","7[⋅]10","7⋅10","abs(7*10)",1,70,TRUE,"7⋅10"
"7193",36,"numerals-arbe1236-1-eighty-1","numerals-arbe1236-1","Chan2019","eighty",80,"ˈkatəɾˈzeːt","katarzet","","false","4[⋅]20","",NA,"RE-GLOSSED","4[⋅]20","4⋅20","abs(4*20)",1,80,TRUE,"4⋅20"
"7194",37,"numerals-arbe1236-1-ninety-1","numerals-arbe1236-1","Chan2019","ninety",90,"nəndˈði̯et","nanddiet","","false","9[⋅]10","",NA,"RE-GLOSSED","9[⋅]10","9⋅10","abs(9*10)",1,90,TRUE,"9⋅10"
"7195",38,"numerals-arbe1236-1-hundred-1","numerals-arbe1236-1","Chan2019","hundred",100,"ɲəˈcind","nacind","","false","1[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","1[⋅]100","100","abs(1*100)",1,100,TRUE,"100"
"7196",39,"numerals-arbe1236-1-twohundred-1","numerals-arbe1236-1","Chan2019","twohundred",200,"diˈcind","dicind","","false","2[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","2[⋅]100","2⋅100","abs(2*100)",1,200,TRUE,"2⋅100"
"7197",40,"numerals-arbe1236-1-fourhundred-1","numerals-arbe1236-1","Chan2019","fourhundred",400,"ˈkatəɾˈcind","katarcind","","false","4[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","4[⋅]100","4⋅100","abs(4*100)",1,400,TRUE,"4⋅100"
"7198",41,"numerals-arbe1236-1-eighthundred-1","numerals-arbe1236-1","Chan2019","eighthundred",800,"tetˈcind","tetcind","","false","8[⋅]100","<cind> ‘hundred’ apparently borrowed from Italic branch of Indo-European",NA,"RE-GLOSSED","8[⋅]100","8⋅100","abs(8*100)",1,800,TRUE,"8⋅100"
"7199",42,"numerals-arbe1236-1-thousand-1","numerals-arbe1236-1","Chan2019","thousand",1000,"ɲəˈmiːʎ","namiy","","false","1[⋅]1000","<miːʎ> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","1[⋅]1000","1000","abs(1*1000)",1,1000,TRUE,"1000"
"7200",43,"numerals-arbe1236-1-twothousand-1","numerals-arbe1236-1","Chan2019","twothousand",2000,"diˈmiːʎ","dimiy","","false","2[⋅]1000","<miːʎ> ‘thousand’ borrowed from Latin (Italic branch of Indo-European)",NA,"RE-GLOSSED","2[⋅]1000","2⋅1000","abs(2*1000)",1,2000,TRUE,"2⋅1000"
"7201",1,"numerals-nort2603-1-one-1","numerals-nort2603-1","Chan2019","one",1,"ɲə","na",NA,"false","1","",NA,"RE-GLOSSED","1","1","1",1,1,TRUE,"1"
"7202",2,"numerals-nort2603-1-two-1","numerals-nort2603-1","Chan2019","two",2,"di","di",NA,"false","2","",NA,"RE-GLOSSED","2","2","2",1,2,TRUE,"2"
"7203",3,"numerals-nort2603-1-three-1","numerals-nort2603-1","Chan2019","three",3,"tri","tri",NA,"false","3","",NA,"RE-GLOSSED","3","3","3",1,3,TRUE,"3"
"7204",4,"numerals-nort2603-1-four-1","numerals-nort2603-1","Chan2019","four",4,"ˈkatrә","katra",NA,"false","4","",NA,"RE-GLOSSED","4","4","4",1,4,TRUE,"4"
"7205",5,"numerals-nort2603-1-five-1","numerals-nort2603-1","Chan2019","five",5,"ˈpesә","pesa",NA,"false","5","",NA,"RE-GLOSSED","5","5","5",1,5,TRUE,"5"
"7206",6,"numerals-nort2603-1-six-1","numerals-nort2603-1","Chan2019","six",6,"ˈɟaʃtə","jasta",NA,"false","6","",NA,"RE-GLOSSED","6","6","6",1,6,TRUE,"6"
"7207",7,"numerals-nort2603-1-seven-1","numerals-nort2603-1","Chan2019","seven",7,"ˈʃtatə","stata",NA,"false","7","",NA,"RE-GLOSSED","7","7","7",1,7,TRUE,"7"
"7208",8,"numerals-nort2603-1-eight-1","numerals-nort2603-1","Chan2019","eight",8,"ˈtetə","teta",NA,"false","8","",NA,"RE-GLOSSED","8","8","8",1,8,TRUE,"8"
"7209",9,"numerals-nort2603-1-nine-1","numerals-nort2603-1","Chan2019","nine",9,"ˈnəndə","nanda",NA,"false","9","",NA,"RE-GLOSSED","9","9","9",1,9,TRUE,"9"
"7210",10,"numerals-nort2603-1-ten-1","numerals-nort2603-1","Chan2019","ten",10,"ˈðjetə","djeta",NA,"false","10","",NA,"RE-GLOSSED","10","10","10",1,10,TRUE,"10"
"7211",11,"numerals-nort2603-1-eleven-1","numerals-nort2603-1","Chan2019","eleven",11,"ɲәmbəˈðjetə","nambadjeta",NA,"false","1+{in}10","",NA,"RE-GLOSSED","1+10","1+10","1+10",1,11,TRUE,"1+10"
"7212",12,"numerals-nort2603-1-twelve-1","numerals-nort2603-1","Chan2019","twelve",12,"dimbəˈðjetə","dimbadjeta",NA,"false","2+{in}10","",NA,"RE-GLOSSED","2+10","2+10","2+10",1,12,TRUE,"2+10"
"7213",13,"numerals-nort2603-1-thirteen-1","numerals-nort2603-1","Chan2019","thirteen",13,"trimbəˈðjetə","trimbadjeta",NA,"false","3+{in}10","",NA,"RE-GLOSSED","3+10","3+10","3+10",1,13,TRUE,"3+10"
"7214",14,"numerals-nort2603-1-fourteen-1","numerals-nort2603-1","Chan2019","fourteen",14,"ˈkatrәmbəˈðjetə","katrambadjeta",NA,"false","4+{in}10","",NA,"RE-GLOSSED","4+10","4+10","4+10",1,14,TRUE,"4+10"
"7215",15,"numerals-nort2603-1-fifteen-1","numerals-nort2603-1","Chan2019","fifteen",15,"ˈpesәmbəˈðjetə","pesambadjeta",NA,"false","5+{in}10","",NA,"RE-GLOSSED","5+10","5+10","5+10",1,15,TRUE,"5+10"
"7216",16,"numerals-nort2603-1-sixteen-1","numerals-nort2603-1","Chan2019","sixteen",16,"ˈɟaʃtəmbəˈðjetə","jastambadjeta",NA,"false","6+{in}10","",NA,"RE-GLOSSED","6+10","6+10","6+10",1,16,TRUE,"6+10"
"7217",17,"numerals-nort2603-1-seventeen-1","numerals-nort2603-1","Chan2019","seventeen",17,"ˈʃtatəmbəˈðjetə","statambadjeta",NA,"false","7+{in}10","",NA,"RE-GLOSSED","7+10","7+10","7+10",1,17,TRUE,"7+10"
"7218",18,"numerals-nort2603-1-eighteen-1","numerals-nort2603-1","Chan2019","eighteen",18,"ˈtetəmbəˈðjetə","tetambadjeta",NA,"false","8+{in}10","",NA,"RE-GLOSSED","8+10","8+10","8+10",1,18,TRUE,"8+10"
"7219",19,"numerals-nort2603-1-nineteen-1","numerals-nort2603-1","Chan2019","nineteen",19,"ˈnəndəmbəˈðjetə","nandambadjeta",NA,"false","9+{in}10","",NA,"RE-GLOSSED","9+10","9+10","9+10",1,19,TRUE,"9+10"
"7220",20,"numerals-nort2603-1-twenty-1","numerals-nort2603-1","Chan2019","twenty",20,"ɲәˈzet","nazet",NA,"false","1[⋅]20","20 is historically 2⋅10",NA,"RE-GLOSSED","1[⋅]20","20","abs(1*20)",1,20,TRUE,"20"
"7221",21,"numerals-nort2603-1-twentyone-1","numerals-nort2603-1","Chan2019","twentyone",21,"ɲәˈzet e ɲә","nazetena",NA,"false","(1[⋅]20)+{and}1","",NA,"RE-GLOSSED","(1[⋅]20)+1","20+1","abs(abs(1*20))+1",1,21,TRUE,"(20)+1"
"7222",22,"numerals-nort2603-1-twentytwo-1","numerals-nort2603-1","Chan2019","twentytwo",22,"ɲәˈzet e di","nazetedi",NA,"false","(1[⋅]20)+{and}2","",NA,"RE-GLOSSED","(1[⋅]20)+2","20+2","abs(abs(1*20))+2",1,22,TRUE,"(20)+2"
"7223",23,"numerals-nort2603-1-twentythree-1","numerals-nort2603-1","Chan2019","twentythree",23,"ɲәˈzet e tri","nazetetri",NA,"false","(1[⋅]20)+{and}3","",NA,"RE-GLOSSED","(1[⋅]20)+3","20+3","abs(abs(1*20))+3",1,23,TRUE,"(20)+3"
"7224",24,"numerals-nort2603-1-twentyfour-1","numerals-nort2603-1","Chan2019","twentyfour",24,"ɲәˈzet e ˈkatrә","nazetekatra",NA,"false","(1[⋅]20)+{and}4","",NA,"RE-GLOSSED","(1[⋅]20)+4","20+4","abs(abs(1*20))+4",1,24,TRUE,"(20)+4"
"7225",25,"numerals-nort2603-1-twentyfive-1","numerals-nort2603-1","Chan2019","twentyfive",25,"ɲәˈzet e ˈpesә","nazetepesa",NA,"false","(1[⋅]20)+{and}5","",NA,"RE-GLOSSED","(1[⋅]20)+5","20+5","abs(abs(1*20))+5",1,25,TRUE,"(20)+5"
